Day-Date,PartyID,PartySht,Party,Party Votes,Party Seats,Total Seats,Party Votes %,Candidate Seats
23rd 21:22,4 , GP , Green Party , 79650 , 7 , 7 , 5.9 , 0
23rd 21:22,28 , TOP , The Opportunities Party (TOP) , 27936 , 0 , 0 , 2.1 , 0
23rd 21:22,10 , MAOR , Māori Party , 14203 , 0 , 0 , 1.1 , 0
23rd 21:22,1 , ACT , ACT New Zealand , 6568 , 0 , 1 , 0.5 , 1
23rd 21:22,3 , ALCP , Aotearoa Legalise Cannabis Party , 3266 , 0 , 0 , 0.2 , 0
23rd 21:22,12 , CNSP , Conservative , 3138 , 0 , 0 , 0.2 , 0
23rd 21:22,11 , MANA , MANA , 1567 , 0 , 0 , 0.1 , 0
23rd 21:22,18 , BAN , Ban1080 , 1461 , 0 , 0 , 0.1 , 0
23rd 21:22,29 , NZPP , New Zealand People's Party , 1023 , 0 , 0 , 0.1 , 0
23rd 21:22,9 , UFNZ , United Future , 881 , 0 , 0 , 0.1 , 0
23rd 21:22,27 , NZOP , NZ Outdoors Party , 782 , 0 , 0 , 0.1 , 0
23rd 21:22,8 , NZDSC , Democrats for Social Credit , 453 , 0 , 0 , 0.0 , 0
23rd 21:22,14 , IP , Internet Party , 255 , 0 , 0 , 0.0 , 0
23rd 21:23,6 , NAT , National Party , 644013 , 19 , 59 , 46.7 , 40
23rd 21:23,5 , LAB , Labour Party , 489694 , 14 , 44 , 35.5 , 30
23rd 21:23,7 , NZF , New Zealand First Party , 101108 , 9 , 9 , 7.3 , 0
23rd 21:23,4 , GP , Green Party , 81338 , 7 , 7 , 5.9 , 0
23rd 21:23,28 , TOP , The Opportunities Party (TOP) , 28715 , 0 , 0 , 2.1 , 0
23rd 21:23,10 , MAOR , Māori Party , 14577 , 0 , 0 , 1.1 , 0
23rd 21:23,1 , ACT , ACT New Zealand , 6723 , 0 , 1 , 0.5 , 1
23rd 21:23,3 , ALCP , Aotearoa Legalise Cannabis Party , 3374 , 0 , 0 , 0.2 , 0
23rd 21:23,12 , CNSP , Conservative , 3211 , 0 , 0 , 0.2 , 0
23rd 21:23,11 , MANA , MANA , 1604 , 0 , 0 , 0.1 , 0
23rd 21:23,18 , BAN , Ban1080 , 1486 , 0 , 0 , 0.1 , 0
23rd 21:23,29 , NZPP , New Zealand People's Party , 1036 , 0 , 0 , 0.1 , 0
23rd 21:23,9 , UFNZ , United Future , 903 , 0 , 0 , 0.1 , 0
23rd 21:23,27 , NZOP , NZ Outdoors Party , 801 , 0 , 0 , 0.1 , 0
23rd 21:23,8 , NZDSC , Democrats for Social Credit , 469 , 0 , 0 , 0.0 , 0
23rd 21:23,14 , IP , Internet Party , 283 , 0 , 0 , 0.0 , 0
23rd 21:24,6 , NAT , National Party , 647206 , 18 , 58 , 46.7 , 40
23rd 21:24,5 , LAB , Labour Party , 492519 , 15 , 45 , 35.5 , 30
23rd 21:24,7 , NZF , New Zealand First Party , 101608 , 9 , 9 , 7.3 , 0
23rd 21:24,4 , GP , Green Party , 81804 , 7 , 7 , 5.9 , 0
23rd 21:24,28 , TOP , The Opportunities Party (TOP) , 28897 , 0 , 0 , 2.1 , 0
23rd 21:24,10 , MAOR , Māori Party , 14656 , 0 , 0 , 1.1 , 0
23rd 21:24,1 , ACT , ACT New Zealand , 6762 , 0 , 1 , 0.5 , 1
23rd 21:24,3 , ALCP , Aotearoa Legalise Cannabis Party , 3389 , 0 , 0 , 0.2 , 0
23rd 21:24,12 , CNSP , Conservative , 3232 , 0 , 0 , 0.2 , 0
23rd 21:24,11 , MANA , MANA , 1606 , 0 , 0 , 0.1 , 0
23rd 21:24,18 , BAN , Ban1080 , 1493 , 0 , 0 , 0.1 , 0
23rd 21:24,29 , NZPP , New Zealand People's Party , 1041 , 0 , 0 , 0.1 , 0
23rd 21:24,9 , UFNZ , United Future , 908 , 0 , 0 , 0.1 , 0
23rd 21:24,27 , NZOP , NZ Outdoors Party , 807 , 0 , 0 , 0.1 , 0
23rd 21:24,8 , NZDSC , Democrats for Social Credit , 472 , 0 , 0 , 0.0 , 0
23rd 21:24,14 , IP , Internet Party , 283 , 0 , 0 , 0.0 , 0
23rd 21:25,6 , NAT , National Party , 657465 , 17 , 58 , 46.7 , 41
23rd 21:25,5 , LAB , Labour Party , 500253 , 16 , 45 , 35.5 , 29
23rd 21:25,7 , NZF , New Zealand First Party , 103183 , 9 , 9 , 7.3 , 0
23rd 21:25,4 , GP , Green Party , 82955 , 7 , 7 , 5.9 , 0
23rd 21:25,28 , TOP , The Opportunities Party (TOP) , 29422 , 0 , 0 , 2.1 , 0
23rd 21:25,10 , MAOR , Māori Party , 14847 , 0 , 0 , 1.1 , 0
23rd 21:25,1 , ACT , ACT New Zealand , 6880 , 0 , 1 , 0.5 , 1
23rd 21:25,3 , ALCP , Aotearoa Legalise Cannabis Party , 3448 , 0 , 0 , 0.2 , 0
23rd 21:25,12 , CNSP , Conservative , 3297 , 0 , 0 , 0.2 , 0
23rd 21:25,11 , MANA , MANA , 1624 , 0 , 0 , 0.1 , 0
23rd 21:25,18 , BAN , Ban1080 , 1520 , 0 , 0 , 0.1 , 0
23rd 21:25,29 , NZPP , New Zealand People's Party , 1076 , 0 , 0 , 0.1 , 0
23rd 21:25,9 , UFNZ , United Future , 917 , 0 , 0 , 0.1 , 0
23rd 21:25,27 , NZOP , NZ Outdoors Party , 823 , 0 , 0 , 0.1 , 0
23rd 21:25,8 , NZDSC , Democrats for Social Credit , 482 , 0 , 0 , 0.0 , 0
23rd 21:25,14 , IP , Internet Party , 288 , 0 , 0 , 0.0 , 0
23rd 21:26,6 , NAT , National Party , 663803 , 18 , 59 , 46.7 , 41
23rd 21:26,5 , LAB , Labour Party , 504598 , 15 , 44 , 35.5 , 29
23rd 21:26,7 , NZF , New Zealand First Party , 104268 , 9 , 9 , 7.3 , 0
23rd 21:26,4 , GP , Green Party , 83652 , 7 , 7 , 5.9 , 0
23rd 21:26,28 , TOP , The Opportunities Party (TOP) , 29756 , 0 , 0 , 2.1 , 0
23rd 21:26,10 , MAOR , Māori Party , 14929 , 0 , 0 , 1.1 , 0
23rd 21:26,1 , ACT , ACT New Zealand , 6935 , 0 , 1 , 0.5 , 1
23rd 21:26,3 , ALCP , Aotearoa Legalise Cannabis Party , 3484 , 0 , 0 , 0.2 , 0
23rd 21:26,12 , CNSP , Conservative , 3343 , 0 , 0 , 0.2 , 0
23rd 21:26,11 , MANA , MANA , 1633 , 0 , 0 , 0.1 , 0
23rd 21:26,18 , BAN , Ban1080 , 1541 , 0 , 0 , 0.1 , 0
23rd 21:26,29 , NZPP , New Zealand People's Party , 1079 , 0 , 0 , 0.1 , 0
23rd 21:26,9 , UFNZ , United Future , 923 , 0 , 0 , 0.1 , 0
23rd 21:26,27 , NZOP , NZ Outdoors Party , 838 , 0 , 0 , 0.1 , 0
23rd 21:26,8 , NZDSC , Democrats for Social Credit , 485 , 0 , 0 , 0.0 , 0
23rd 21:26,14 , IP , Internet Party , 295 , 0 , 0 , 0.0 , 0
23rd 21:27,6 , NAT , National Party , 670175 , 18 , 59 , 46.7 , 41
23rd 21:27,5 , LAB , Labour Party , 509723 , 15 , 44 , 35.5 , 29
23rd 21:27,7 , NZF , New Zealand First Party , 105310 , 9 , 9 , 7.3 , 0
23rd 21:27,4 , GP , Green Party , 84631 , 7 , 7 , 5.9 , 0
23rd 21:27,28 , TOP , The Opportunities Party (TOP) , 30220 , 0 , 0 , 2.1 , 0
23rd 21:27,10 , MAOR , Māori Party , 15124 , 0 , 0 , 1.1 , 0
23rd 21:27,1 , ACT , ACT New Zealand , 7012 , 0 , 1 , 0.5 , 1
23rd 21:27,3 , ALCP , Aotearoa Legalise Cannabis Party , 3544 , 0 , 0 , 0.2 , 0
23rd 21:27,12 , CNSP , Conservative , 3366 , 0 , 0 , 0.2 , 0
23rd 21:27,11 , MANA , MANA , 1654 , 0 , 0 , 0.1 , 0
23rd 21:27,18 , BAN , Ban1080 , 1560 , 0 , 0 , 0.1 , 0
23rd 21:27,29 , NZPP , New Zealand People's Party , 1083 , 0 , 0 , 0.1 , 0
23rd 21:27,9 , UFNZ , United Future , 934 , 0 , 0 , 0.1 , 0
23rd 21:27,27 , NZOP , NZ Outdoors Party , 845 , 0 , 0 , 0.1 , 0
23rd 21:27,8 , NZDSC , Democrats for Social Credit , 495 , 0 , 0 , 0.0 , 0
23rd 21:27,14 , IP , Internet Party , 297 , 0 , 0 , 0.0 , 0
23rd 21:28,6 , NAT , National Party , 675712 , 17 , 58 , 46.7 , 41
23rd 21:28,5 , LAB , Labour Party , 514036 , 16 , 45 , 35.5 , 29
23rd 21:28,7 , NZF , New Zealand First Party , 106250 , 9 , 9 , 7.3 , 0
23rd 21:28,4 , GP , Green Party , 85480 , 7 , 7 , 5.9 , 0
23rd 21:28,28 , TOP , The Opportunities Party (TOP) , 30547 , 0 , 0 , 2.1 , 0
23rd 21:28,10 , MAOR , Māori Party , 15239 , 0 , 0 , 1.1 , 0
23rd 21:28,1 , ACT , ACT New Zealand , 7088 , 0 , 1 , 0.5 , 1
23rd 21:28,3 , ALCP , Aotearoa Legalise Cannabis Party , 3578 , 0 , 0 , 0.2 , 0
23rd 21:28,12 , CNSP , Conservative , 3386 , 0 , 0 , 0.2 , 0
23rd 21:28,11 , MANA , MANA , 1666 , 0 , 0 , 0.1 , 0
23rd 21:28,18 , BAN , Ban1080 , 1576 , 0 , 0 , 0.1 , 0
23rd 21:28,29 , NZPP , New Zealand People's Party , 1091 , 0 , 0 , 0.1 , 0
23rd 21:28,9 , UFNZ , United Future , 942 , 0 , 0 , 0.1 , 0
23rd 21:28,27 , NZOP , NZ Outdoors Party , 853 , 0 , 0 , 0.1 , 0
23rd 21:28,8 , NZDSC , Democrats for Social Credit , 502 , 0 , 0 , 0.0 , 0
23rd 21:28,14 , IP , Internet Party , 299 , 0 , 0 , 0.0 , 0
23rd 21:29,6 , NAT , National Party , 680232 , 17 , 58 , 46.7 , 41
23rd 21:29,5 , LAB , Labour Party , 517455 , 16 , 45 , 35.5 , 29
23rd 21:29,7 , NZF , New Zealand First Party , 107070 , 9 , 9 , 7.3 , 0
23rd 21:29,4 , GP , Green Party , 86055 , 7 , 7 , 5.9 , 0
23rd 21:29,28 , TOP , The Opportunities Party (TOP) , 30839 , 0 , 0 , 2.1 , 0
23rd 21:29,10 , MAOR , Māori Party , 15345 , 0 , 0 , 1.1 , 0
23rd 21:29,1 , ACT , ACT New Zealand , 7130 , 0 , 1 , 0.5 , 1
23rd 21:29,3 , ALCP , Aotearoa Legalise Cannabis Party , 3618 , 0 , 0 , 0.2 , 0
23rd 21:29,12 , CNSP , Conservative , 3409 , 0 , 0 , 0.2 , 0
23rd 21:29,11 , MANA , MANA , 1671 , 0 , 0 , 0.1 , 0
23rd 21:29,18 , BAN , Ban1080 , 1594 , 0 , 0 , 0.1 , 0
23rd 21:29,29 , NZPP , New Zealand People's Party , 1094 , 0 , 0 , 0.1 , 0
23rd 21:29,9 , UFNZ , United Future , 950 , 0 , 0 , 0.1 , 0
23rd 21:29,27 , NZOP , NZ Outdoors Party , 861 , 0 , 0 , 0.1 , 0
23rd 21:29,8 , NZDSC , Democrats for Social Credit , 507 , 0 , 0 , 0.0 , 0
23rd 21:29,14 , IP , Internet Party , 299 , 0 , 0 , 0.0 , 0
23rd 21:30,6 , NAT , National Party , 682256 , 17 , 58 , 46.6 , 41
23rd 21:30,5 , LAB , Labour Party , 519284 , 16 , 45 , 35.5 , 29
23rd 21:30,7 , NZF , New Zealand First Party , 107513 , 9 , 9 , 7.3 , 0
23rd 21:30,4 , GP , Green Party , 86342 , 7 , 7 , 5.9 , 0
23rd 21:30,28 , TOP , The Opportunities Party (TOP) , 30961 , 0 , 0 , 2.1 , 0
23rd 21:30,10 , MAOR , Māori Party , 15452 , 0 , 0 , 1.1 , 0
23rd 21:30,1 , ACT , ACT New Zealand , 7148 , 0 , 1 , 0.5 , 1
23rd 21:30,3 , ALCP , Aotearoa Legalise Cannabis Party , 3639 , 0 , 0 , 0.2 , 0
23rd 21:30,12 , CNSP , Conservative , 3426 , 0 , 0 , 0.2 , 0
23rd 21:30,11 , MANA , MANA , 1679 , 0 , 0 , 0.1 , 0
23rd 21:30,18 , BAN , Ban1080 , 1607 , 0 , 0 , 0.1 , 0
23rd 21:30,29 , NZPP , New Zealand People's Party , 1098 , 0 , 0 , 0.1 , 0
23rd 21:30,9 , UFNZ , United Future , 955 , 0 , 0 , 0.1 , 0
23rd 21:30,27 , NZOP , NZ Outdoors Party , 863 , 0 , 0 , 0.1 , 0
23rd 21:30,8 , NZDSC , Democrats for Social Credit , 509 , 0 , 0 , 0.0 , 0
23rd 21:30,14 , IP , Internet Party , 302 , 0 , 0 , 0.0 , 0
23rd 21:31,6 , NAT , National Party , 696978 , 17 , 58 , 46.6 , 41
23rd 21:31,5 , LAB , Labour Party , 530311 , 16 , 45 , 35.5 , 29
23rd 21:31,7 , NZF , New Zealand First Party , 109960 , 9 , 9 , 7.4 , 0
23rd 21:31,4 , GP , Green Party , 88442 , 7 , 7 , 5.9 , 0
23rd 21:31,28 , TOP , The Opportunities Party (TOP) , 31836 , 0 , 0 , 2.1 , 0
23rd 21:31,10 , MAOR , Māori Party , 15708 , 0 , 0 , 1.1 , 0
23rd 21:31,1 , ACT , ACT New Zealand , 7337 , 0 , 1 , 0.5 , 1
23rd 21:31,3 , ALCP , Aotearoa Legalise Cannabis Party , 3724 , 0 , 0 , 0.2 , 0
23rd 21:31,12 , CNSP , Conservative , 3495 , 0 , 0 , 0.2 , 0
23rd 21:31,11 , MANA , MANA , 1705 , 0 , 0 , 0.1 , 0
23rd 21:31,18 , BAN , Ban1080 , 1655 , 0 , 0 , 0.1 , 0
23rd 21:31,29 , NZPP , New Zealand People's Party , 1121 , 0 , 0 , 0.1 , 0
23rd 21:31,9 , UFNZ , United Future , 992 , 0 , 0 , 0.1 , 0
23rd 21:31,27 , NZOP , NZ Outdoors Party , 893 , 0 , 0 , 0.1 , 0
23rd 21:31,8 , NZDSC , Democrats for Social Credit , 523 , 0 , 0 , 0.0 , 0
23rd 21:31,14 , IP , Internet Party , 305 , 0 , 0 , 0.0 , 0
23rd 21:32,6 , NAT , National Party , 705493 , 18 , 59 , 46.6 , 41
23rd 21:32,5 , LAB , Labour Party , 536233 , 15 , 44 , 35.4 , 29
23rd 21:32,7 , NZF , New Zealand First Party , 111447 , 9 , 9 , 7.4 , 0
23rd 21:32,4 , GP , Green Party , 89401 , 7 , 7 , 5.9 , 0
23rd 21:32,28 , TOP , The Opportunities Party (TOP) , 32243 , 0 , 0 , 2.1 , 0
23rd 21:32,10 , MAOR , Māori Party , 15840 , 0 , 0 , 1.0 , 0
23rd 21:32,1 , ACT , ACT New Zealand , 7430 , 0 , 1 , 0.5 , 1
23rd 21:32,3 , ALCP , Aotearoa Legalise Cannabis Party , 3781 , 0 , 0 , 0.2 , 0
23rd 21:32,12 , CNSP , Conservative , 3555 , 0 , 0 , 0.2 , 0
23rd 21:32,11 , MANA , MANA , 1713 , 0 , 0 , 0.1 , 0
23rd 21:32,18 , BAN , Ban1080 , 1681 , 0 , 0 , 0.1 , 0
23rd 21:32,29 , NZPP , New Zealand People's Party , 1143 , 0 , 0 , 0.1 , 0
23rd 21:32,9 , UFNZ , United Future , 1002 , 0 , 0 , 0.1 , 0
23rd 21:32,27 , NZOP , NZ Outdoors Party , 905 , 0 , 0 , 0.1 , 0
23rd 21:32,8 , NZDSC , Democrats for Social Credit , 527 , 0 , 0 , 0.0 , 0
23rd 21:32,14 , IP , Internet Party , 309 , 0 , 0 , 0.0 , 0
23rd 21:33,6 , NAT , National Party , 710346 , 18 , 59 , 46.6 , 41
23rd 21:33,5 , LAB , Labour Party , 539598 , 15 , 44 , 35.4 , 29
23rd 21:33,7 , NZF , New Zealand First Party , 112138 , 9 , 9 , 7.4 , 0
23rd 21:33,4 , GP , Green Party , 90142 , 7 , 7 , 5.9 , 0
23rd 21:33,28 , TOP , The Opportunities Party (TOP) , 32563 , 0 , 0 , 2.1 , 0
23rd 21:33,10 , MAOR , Māori Party , 15911 , 0 , 0 , 1.0 , 0
23rd 21:33,1 , ACT , ACT New Zealand , 7512 , 0 , 1 , 0.5 , 1
23rd 21:33,3 , ALCP , Aotearoa Legalise Cannabis Party , 3813 , 0 , 0 , 0.3 , 0
23rd 21:33,12 , CNSP , Conservative , 3584 , 0 , 0 , 0.2 , 0
23rd 21:33,11 , MANA , MANA , 1722 , 0 , 0 , 0.1 , 0
23rd 21:33,18 , BAN , Ban1080 , 1691 , 0 , 0 , 0.1 , 0
23rd 21:33,29 , NZPP , New Zealand People's Party , 1148 , 0 , 0 , 0.1 , 0
23rd 21:33,9 , UFNZ , United Future , 1011 , 0 , 0 , 0.1 , 0
23rd 21:33,27 , NZOP , NZ Outdoors Party , 909 , 0 , 0 , 0.1 , 0
23rd 21:33,8 , NZDSC , Democrats for Social Credit , 527 , 0 , 0 , 0.0 , 0
23rd 21:33,14 , IP , Internet Party , 310 , 0 , 0 , 0.0 , 0
23rd 21:34,6 , NAT , National Party , 715302 , 18 , 59 , 46.6 , 41
23rd 21:34,5 , LAB , Labour Party , 543221 , 15 , 44 , 35.4 , 29
23rd 21:34,7 , NZF , New Zealand First Party , 112967 , 9 , 9 , 7.4 , 0
23rd 21:34,4 , GP , Green Party , 90703 , 7 , 7 , 5.9 , 0
23rd 21:34,28 , TOP , The Opportunities Party (TOP) , 32871 , 0 , 0 , 2.1 , 0
23rd 21:34,10 , MAOR , Māori Party , 16452 , 0 , 0 , 1.1 , 0
23rd 21:34,1 , ACT , ACT New Zealand , 7578 , 0 , 1 , 0.5 , 1
23rd 21:34,3 , ALCP , Aotearoa Legalise Cannabis Party , 3859 , 0 , 0 , 0.3 , 0
23rd 21:34,12 , CNSP , Conservative , 3617 , 0 , 0 , 0.2 , 0
23rd 21:34,11 , MANA , MANA , 1740 , 0 , 0 , 0.1 , 0
23rd 21:34,18 , BAN , Ban1080 , 1704 , 0 , 0 , 0.1 , 0
23rd 21:34,29 , NZPP , New Zealand People's Party , 1157 , 0 , 0 , 0.1 , 0
23rd 21:34,9 , UFNZ , United Future , 1022 , 0 , 0 , 0.1 , 0
23rd 21:34,27 , NZOP , NZ Outdoors Party , 917 , 0 , 0 , 0.1 , 0
23rd 21:34,14 , IP , Internet Party , 676 , 0 , 0 , 0.0 , 0
23rd 21:34,8 , NZDSC , Democrats for Social Credit , 570 , 0 , 0 , 0.0 , 0
23rd 21:35,6 , NAT , National Party , 722012 , 17 , 58 , 46.6 , 41
23rd 21:35,5 , LAB , Labour Party , 550006 , 16 , 45 , 35.5 , 29
23rd 21:35,7 , NZF , New Zealand First Party , 114248 , 9 , 9 , 7.4 , 0
23rd 21:35,4 , GP , Green Party , 91542 , 7 , 7 , 5.9 , 0
23rd 21:35,28 , TOP , The Opportunities Party (TOP) , 33198 , 0 , 0 , 2.1 , 0
23rd 21:35,10 , MAOR , Māori Party , 16646 , 0 , 0 , 1.1 , 0
23rd 21:35,1 , ACT , ACT New Zealand , 7642 , 0 , 1 , 0.5 , 1
23rd 21:35,3 , ALCP , Aotearoa Legalise Cannabis Party , 3922 , 0 , 0 , 0.3 , 0
23rd 21:35,12 , CNSP , Conservative , 3670 , 0 , 0 , 0.2 , 0
23rd 21:35,11 , MANA , MANA , 1771 , 0 , 0 , 0.1 , 0
23rd 21:35,18 , BAN , Ban1080 , 1724 , 0 , 0 , 0.1 , 0
23rd 21:35,29 , NZPP , New Zealand People's Party , 1170 , 0 , 0 , 0.1 , 0
23rd 21:35,9 , UFNZ , United Future , 1033 , 0 , 0 , 0.1 , 0
23rd 21:35,27 , NZOP , NZ Outdoors Party , 936 , 0 , 0 , 0.1 , 0
23rd 21:35,14 , IP , Internet Party , 678 , 0 , 0 , 0.0 , 0
23rd 21:35,8 , NZDSC , Democrats for Social Credit , 576 , 0 , 0 , 0.0 , 0
23rd 21:36,6 , NAT , National Party , 726818 , 17 , 58 , 46.5 , 41
23rd 21:36,5 , LAB , Labour Party , 554372 , 16 , 45 , 35.5 , 29
23rd 21:36,7 , NZF , New Zealand First Party , 115110 , 9 , 9 , 7.4 , 0
23rd 21:36,4 , GP , Green Party , 92125 , 7 , 7 , 5.9 , 0
23rd 21:36,28 , TOP , The Opportunities Party (TOP) , 33455 , 0 , 0 , 2.1 , 0
23rd 21:36,10 , MAOR , Māori Party , 16792 , 0 , 0 , 1.1 , 0
23rd 21:36,1 , ACT , ACT New Zealand , 7708 , 0 , 1 , 0.5 , 1
23rd 21:36,3 , ALCP , Aotearoa Legalise Cannabis Party , 3962 , 0 , 0 , 0.3 , 0
23rd 21:36,12 , CNSP , Conservative , 3704 , 0 , 0 , 0.2 , 0
23rd 21:36,11 , MANA , MANA , 1793 , 0 , 0 , 0.1 , 0
23rd 21:36,18 , BAN , Ban1080 , 1740 , 0 , 0 , 0.1 , 0
23rd 21:36,29 , NZPP , New Zealand People's Party , 1176 , 0 , 0 , 0.1 , 0
23rd 21:36,9 , UFNZ , United Future , 1042 , 0 , 0 , 0.1 , 0
23rd 21:36,27 , NZOP , NZ Outdoors Party , 942 , 0 , 0 , 0.1 , 0
23rd 21:36,14 , IP , Internet Party , 680 , 0 , 0 , 0.0 , 0
23rd 21:36,8 , NZDSC , Democrats for Social Credit , 579 , 0 , 0 , 0.0 , 0
23rd 21:37,6 , NAT , National Party , 726818 , 17 , 58 , 46.5 , 41
23rd 21:37,5 , LAB , Labour Party , 554372 , 16 , 45 , 35.5 , 29
23rd 21:37,7 , NZF , New Zealand First Party , 115110 , 9 , 9 , 7.4 , 0
23rd 21:37,4 , GP , Green Party , 92125 , 7 , 7 , 5.9 , 0
23rd 21:37,28 , TOP , The Opportunities Party (TOP) , 33455 , 0 , 0 , 2.1 , 0
23rd 21:37,10 , MAOR , Māori Party , 16792 , 0 , 0 , 1.1 , 0
23rd 21:37,1 , ACT , ACT New Zealand , 7708 , 0 , 1 , 0.5 , 1
23rd 21:37,3 , ALCP , Aotearoa Legalise Cannabis Party , 3962 , 0 , 0 , 0.3 , 0
23rd 21:37,12 , CNSP , Conservative , 3704 , 0 , 0 , 0.2 , 0
23rd 21:37,11 , MANA , MANA , 1793 , 0 , 0 , 0.1 , 0
23rd 21:37,18 , BAN , Ban1080 , 1740 , 0 , 0 , 0.1 , 0
23rd 21:37,29 , NZPP , New Zealand People's Party , 1176 , 0 , 0 , 0.1 , 0
23rd 21:37,9 , UFNZ , United Future , 1042 , 0 , 0 , 0.1 , 0
23rd 21:37,27 , NZOP , NZ Outdoors Party , 942 , 0 , 0 , 0.1 , 0
23rd 21:37,14 , IP , Internet Party , 680 , 0 , 0 , 0.0 , 0
23rd 21:37,8 , NZDSC , Democrats for Social Credit , 579 , 0 , 0 , 0.0 , 0
23rd 21:38,6 , NAT , National Party , 740203 , 17 , 58 , 46.6 , 41
23rd 21:38,5 , LAB , Labour Party , 563945 , 16 , 45 , 35.5 , 29
23rd 21:38,7 , NZF , New Zealand First Party , 117365 , 9 , 9 , 7.4 , 0
23rd 21:38,4 , GP , Green Party , 93544 , 7 , 7 , 5.9 , 0
23rd 21:38,28 , TOP , The Opportunities Party (TOP) , 34086 , 0 , 0 , 2.1 , 0
23rd 21:38,10 , MAOR , Māori Party , 17052 , 0 , 0 , 1.1 , 0
23rd 21:38,1 , ACT , ACT New Zealand , 7850 , 0 , 1 , 0.5 , 1
23rd 21:38,3 , ALCP , Aotearoa Legalise Cannabis Party , 4039 , 0 , 0 , 0.3 , 0
23rd 21:38,12 , CNSP , Conservative , 3793 , 0 , 0 , 0.2 , 0
23rd 21:38,11 , MANA , MANA , 1816 , 0 , 0 , 0.1 , 0
23rd 21:38,18 , BAN , Ban1080 , 1774 , 0 , 0 , 0.1 , 0
23rd 21:38,29 , NZPP , New Zealand People's Party , 1199 , 0 , 0 , 0.1 , 0
23rd 21:38,9 , UFNZ , United Future , 1073 , 0 , 0 , 0.1 , 0
23rd 21:38,27 , NZOP , NZ Outdoors Party , 953 , 0 , 0 , 0.1 , 0
23rd 21:38,14 , IP , Internet Party , 685 , 0 , 0 , 0.0 , 0
23rd 21:38,8 , NZDSC , Democrats for Social Credit , 590 , 0 , 0 , 0.0 , 0
23rd 21:39,6 , NAT , National Party , 744385 , 17 , 58 , 46.6 , 41
23rd 21:39,5 , LAB , Labour Party , 566639 , 16 , 45 , 35.5 , 29
23rd 21:39,7 , NZF , New Zealand First Party , 118088 , 9 , 9 , 7.4 , 0
23rd 21:39,4 , GP , Green Party , 93907 , 7 , 7 , 5.9 , 0
23rd 21:39,28 , TOP , The Opportunities Party (TOP) , 34258 , 0 , 0 , 2.1 , 0
23rd 21:39,10 , MAOR , Māori Party , 17153 , 0 , 0 , 1.1 , 0
23rd 21:39,1 , ACT , ACT New Zealand , 7894 , 0 , 1 , 0.5 , 1
23rd 21:39,3 , ALCP , Aotearoa Legalise Cannabis Party , 4059 , 0 , 0 , 0.3 , 0
23rd 21:39,12 , CNSP , Conservative , 3812 , 0 , 0 , 0.2 , 0
23rd 21:39,11 , MANA , MANA , 1823 , 0 , 0 , 0.1 , 0
23rd 21:39,18 , BAN , Ban1080 , 1788 , 0 , 0 , 0.1 , 0
23rd 21:39,29 , NZPP , New Zealand People's Party , 1202 , 0 , 0 , 0.1 , 0
23rd 21:39,9 , UFNZ , United Future , 1069 , 0 , 0 , 0.1 , 0
23rd 21:39,27 , NZOP , NZ Outdoors Party , 959 , 0 , 0 , 0.1 , 0
23rd 21:39,14 , IP , Internet Party , 687 , 0 , 0 , 0.0 , 0
23rd 21:39,8 , NZDSC , Democrats for Social Credit , 594 , 0 , 0 , 0.0 , 0
23rd 21:40,6 , NAT , National Party , 749754 , 17 , 58 , 46.6 , 41
23rd 21:40,5 , LAB , Labour Party , 570896 , 16 , 45 , 35.5 , 29
23rd 21:40,7 , NZF , New Zealand First Party , 118993 , 9 , 9 , 7.4 , 0
23rd 21:40,4 , GP , Green Party , 94768 , 7 , 7 , 5.9 , 0
23rd 21:40,28 , TOP , The Opportunities Party (TOP) , 34629 , 0 , 0 , 2.2 , 0
23rd 21:40,10 , MAOR , Māori Party , 17272 , 0 , 0 , 1.1 , 0
23rd 21:40,1 , ACT , ACT New Zealand , 7961 , 0 , 1 , 0.5 , 1
23rd 21:40,3 , ALCP , Aotearoa Legalise Cannabis Party , 4100 , 0 , 0 , 0.3 , 0
23rd 21:40,12 , CNSP , Conservative , 3839 , 0 , 0 , 0.2 , 0
23rd 21:40,11 , MANA , MANA , 1831 , 0 , 0 , 0.1 , 0
23rd 21:40,18 , BAN , Ban1080 , 1801 , 0 , 0 , 0.1 , 0
23rd 21:40,29 , NZPP , New Zealand People's Party , 1210 , 0 , 0 , 0.1 , 0
23rd 21:40,9 , UFNZ , United Future , 1077 , 0 , 0 , 0.1 , 0
23rd 21:40,27 , NZOP , NZ Outdoors Party , 968 , 0 , 0 , 0.1 , 0
23rd 21:40,14 , IP , Internet Party , 691 , 0 , 0 , 0.0 , 0
23rd 21:40,8 , NZDSC , Democrats for Social Credit , 595 , 0 , 0 , 0.0 , 0
23rd 21:41,6 , NAT , National Party , 755815 , 17 , 58 , 46.5 , 41
23rd 21:41,5 , LAB , Labour Party , 575856 , 16 , 45 , 35.5 , 29
23rd 21:41,7 , NZF , New Zealand First Party , 120085 , 9 , 9 , 7.4 , 0
23rd 21:41,4 , GP , Green Party , 95488 , 7 , 7 , 5.9 , 0
23rd 21:41,28 , TOP , The Opportunities Party (TOP) , 34949 , 0 , 0 , 2.2 , 0
23rd 21:41,10 , MAOR , Māori Party , 17478 , 0 , 0 , 1.1 , 0
23rd 21:41,1 , ACT , ACT New Zealand , 8018 , 0 , 1 , 0.5 , 1
