Day-Date,PartyID,PartySht,Party,Party Votes,Party Seats,Total Seats,Party Votes %,Candidate Seats
24rd 03:33,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 03:33,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 03:33,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 03:33,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 03:33,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 03:33,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 03:33,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 03:33,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 03:33,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 03:33,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 03:33,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
24rd 03:33,8 , NZDSC , Democrats for Social Credit , 732 , 0 , 0 , 0.0 , 0
24rd 03:33,14 , IP , Internet Party , 464 , 0 , 0 , 0.0 , 0
24rd 03:34,6 , NAT , National Party , 998813 , 17 , 58 , 46.0 , 41
24rd 03:34,5 , LAB , Labour Party , 776556 , 16 , 45 , 35.8 , 29
24rd 03:34,7 , NZF , New Zealand First Party , 162988 , 9 , 9 , 7.5 , 0
24rd 03:34,4 , GP , Green Party , 126995 , 7 , 7 , 5.9 , 0
24rd 03:34,28 , TOP , The Opportunities Party (TOP) , 48018 , 0 , 0 , 2.2 , 0
24rd 03:34,10 , MAOR , Māori Party , 23456 , 0 , 0 , 1.1 , 0
24rd 03:34,1 , ACT , ACT New Zealand , 10959 , 0 , 1 , 0.5 , 1
24rd 03:34,3 , ALCP , Aotearoa Legalise Cannabis Party , 5853 , 0 , 0 , 0.3 , 0
24rd 03:34,12 , CNSP , Conservative , 5318 , 0 , 0 , 0.2 , 0
24rd 03:34,11 , MANA , MANA , 2775 , 0 , 0 , 0.1 , 0
24rd 03:34,18 , BAN , Ban1080 , 2440 , 0 , 0 , 0.1 , 0
24rd 03:34,29 , NZPP , New Zealand People's Party , 1631 , 0 , 0 , 0.1 , 0
24rd 03:34,9 , UFNZ , United Future , 1471 , 0 , 0 , 0.1 , 0
24rd 03:34,27 , NZOP , NZ Outdoors Party , 1333 , 0 , 0 , 0.1 , 0
